iter	Passed	Remaining
614	685	10460
615	686	10459
616	687	10457
617	688	10455
618	689	10452
619	690	10450
620	691	10448
621	692	10446
622	693	10445
623	695	10443
624	696	10440
625	697	10438
626	698	10436
627	699	10434
628	700	10434
629	701	10432
630	702	10430
631	703	10429
632	704	10427
633	705	10426
634	706	10425
635	707	10423
636	709	10421
637	710	10419
638	711	10418
639	712	10416
640	713	10414
641	714	10413
642	715	10411
643	716	10410
644	717	10409
645	718	10407
646	719	10406
647	721	10405
648	722	10404
649	723	10403
650	724	10402
651	725	10399
652	726	10401
653	727	10401
654	728	10400
655	730	10398
656	731	10397
657	732	10396
658	733	10395
659	734	10394
660	735	10391
661	736	10388
662	737	10386
663	738	10385
664	739	10386
665	740	10385
666	742	10383
667	743	10383
668	744	10382
669	745	10380
670	746	10379
671	747	10377
672	748	10376
673	749	10375
674	750	10373
675	752	10372
676	753	10374
677	754	10373
678	755	10372
679	756	10371
680	757	10370
681	758	10369
682	760	10368
683	761	10368
684	762	10366
685	763	10365
686	764	10364
687	765	10363
688	766	10361
689	767	10361
690	769	10360
691	770	10358
692	771	10357
693	772	10355
694	773	10353
695	774	10352
696	775	10349
697	776	10348
698	777	10346
699	778	10344
700	779	10343
701	780	10340
702	781	10339
703	782	10338
704	784	10336
705	785	10335
706	786	10332
707	787	10330
708	788	10328
709	789	10325
710	790	10324
711	791	10323
712	792	10322
713	793	10320
714	794	10319
715	795	10317
716	796	10317
717	797	10315
718	799	10313
719	800	10311
720	801	10309
721	802	10307
722	803	10306
723	804	10303
724	805	10302
725	806	10300
726	807	10299
727	808	10298
728	809	10297
729	810	10294
730	811	10294
731	812	10292
732	813	10290
733	814	10288
734	816	10286
735	817	10286
736	818	10284
737	819	10282
738	820	10280
739	821	10279
740	822	10278
741	823	10276
742	824	10275
743	825	10273
744	826	10271
745	827	10270
746	829	10269
747	830	10268
748	831	10266
749	832	10265
750	833	10264
751	834	10262
752	835	10261
753	836	10259
754	837	10257
755	838	10256
756	839	10255
757	841	10254
758	842	10252
759	843	10249
760	844	10248
761	845	10246
762	846	10245
763	847	10244
764	848	10242
765	849	10240
766	850	10238
767	851	10236
768	852	10234
769	853	10232
770	854	10230
771	855	10230
772	856	10228
773	858	10227
774	859	10225
775	860	10224
776	861	10221
777	862	10220
778	863	10218
779	864	10217
780	865	10215
781	866	10215
782	867	10214
783	868	10212
784	869	10211
785	870	10209
786	872	10208
787	873	10208
788	874	10206
789	875	10205
790	876	10203
791	877	10201
792	878	10200
793	879	10199
794	880	10198
795	881	10196
796	882	10195
797	884	10194
798	885	10193
799	886	10193
800	887	10191
801	888	10190
802	889	10188
803	890	10186
804	891	10184
805	892	10182
806	893	10181
807	894	10179
808	895	10178
809	897	10177
810	898	10176
811	899	10175
812	900	10173
813	901	10172
814	902	10171
815	903	10170
816	904	10169
817	905	10168
818	906	10167
819	907	10165
820	909	10163
821	910	10162
822	911	10160
823	912	10158
824	913	10156
825	914	10154
826	915	10153
827	916	10151
828	917	10149
829	918	10147
830	919	10145
831	920	10144
832	921	10141
833	922	10140
834	923	10138
835	924	10137
836	925	10134
837	926	10133
838	927	10131
839	928	10130
840	930	10128
841	931	10127
842	932	10126
843	933	10125
844	934	10123
845	935	10121
846	936	10119
847	937	10118
848	938	10117
849	939	10116
850	940	10114
851	941	10113
852	943	10112
853	944	10111
854	945	10110
855	946	10109
856	947	10108
857	948	10107
858	949	10104
859	950	10103
860	951	10101
861	952	10099
862	953	10098
863	954	10096
864	955	10095
865	957	10094
866	958	10093
867	959	10091
868	960	10090
869	961	10088
870	962	10086
871	963	10085
872	964	10082
873	965	10082
874	966	10081
875	967	10080
876	968	10079
877	970	10078
878	971	10077
879	972	10076
880	973	10074
881	974	10073
882	975	10072
883	976	10071
884	977	10069
885	978	10068
886	979	10066
887	980	10065
888	981	10063
889	983	10062
890	984	10060
891	985	10059
892	986	10058
893	987	10056
894	988	10054
895	989	10052
896	990	10050
897	991	10048
898	992	10047
899	993	10045
900	994	10044
901	995	10042
902	996	10041
903	997	10039
904	998	10037
905	999	10036
906	1000	10034
907	1001	10033
908	1003	10031
909	1004	10029
910	1005	10028
911	1006	10026
912	1007	10025
913	1008	10023
914	1009	10023
915	1010	10022
916	1011	10021
917	1012	10020
918	1013	10019
919	1014	10017
920	1015	10015
921	1017	10013
922	1018	10012
923	1019	10010
924	1020	10009
925	1021	10008
926	1022	10007
927	1023	10005
928	1024	10004
929	1025	10004
930	1026	10002
931	1027	10001
932	1029	10000
933	1030	9999
934	1031	9999
935	1032	9998
936	1033	9997
937	1034	9996
938	1035	9994
939	1036	9993
940	1037	9992
941	1039	9991
942	1040	9990
943	1041	9989
944	1042	9988
945	1043	9987
946	1044	9986
947	1045	9985
948	1046	9985
949	1048	9984
950	1049	9982
951	1050	9980
952	1051	9980
953	1052	9978
954	1053	9976
955	1054	9975
956	1055	9973
957	1056	9971
958	1057	9970
959	1058	9968
960	1059	9967
961	1060	9965
962	1061	9964
963	1062	9962
964	1064	9961
965	1065	9960
966	1066	9960
967	1067	9958
968	1068	9957
969	1069	9955
970	1070	9953
971	1071	9952
972	1072	9950
973	1073	9948
974	1074	9946
975	1075	9944
976	1076	9943
977	1077	9942
978	1078	9940
979	1079	9939
980	1080	9937
981	1082	9936
982	1083	9935
983	1084	9934
984	1085	9932
985	1086	9931
986	1087	9930
987	1088	9929
988	1089	9927
989	1090	9926
990	1091	9924
991	1092	9924
992	1093	9922
993	1095	9922
994	1096	9921
995	1097	9919
996	1098	9917
997	1099	9915
998	1100	9914
999	1101	9913
1000	1102	9911
1001	1103	9909
1002	1104	9908
1003	1105	9907
1004	1106	9905
1005	1107	9904
1006	1108	9902
1007	1109	9901
1008	1111	9899
1009	1112	9898
1010	1113	9896
1011	1114	9895
1012	1115	9894
1013	1116	9892
1014	1117	9891
1015	1118	9889
1016	1119	9887
1017	1120	9885
1018	1121	9883
1019	1122	9882
1020	1123	9880
1021	1124	9879
1022	1125	9877
1023	1126	9876
1024	1127	9876
1025	1129	9875
1026	1130	9874
1027	1131	9872
1028	1132	9871
1029	1133	9869
1030	1134	9867
1031	1135	9866
1032	1136	9864
1033	1137	9863
1034	1138	9862
1035	1139	9860
1036	1140	9859
1037	1141	9857
1038	1142	9856
1039	1143	9855
1040	1145	9854
1041	1146	9853
1042	1147	9851
1043	1148	9850
1044	1149	9848
1045	1150	9847
1046	1151	9845
1047	1152	9843
1048	1153	9842
1049	1154	9841
1050	1155	9840
1051	1156	9838
1052	1157	9837
1053	1159	9837
1054	1160	9836
1055	1161	9834
1056	1162	9833
1057	1163	9831
1058	1164	9830
1059	1165	9829
1060	1166	9827
1061	1167	9827
1062	1168	9825
1063	1169	9824
1064	1170	9822
1065	1171	9821
1066	1173	9820
1067	1174	9818
1068	1175	9817
1069	1176	9815
1070	1177	9813
1071	1178	9812
1072	1179	9810
1073	1180	9809
1074	1181	9808
1075	1182	9807
1076	1183	9806
1077	1184	9805
1078	1185	9804
1079	1187	9803
1080	1188	9802
1081	1189	9801
1082	1190	9799
1083	1191	9798
1084	1192	9796
1085	1193	9795
1086	1194	9793
1087	1195	9791
1088	1196	9790
1089	1197	9789
1090	1198	9788
1091	1199	9787
1092	1200	9786
1093	1201	9784
1094	1202	9783
1095	1204	9782
1096	1205	9780
1097	1206	9779
1098	1207	9777
1099	1208	9776
1100	1209	9774
1101	1210	9773
1102	1211	9771
1103	1212	9770
1104	1213	9769
1105	1214	9768
1106	1215	9768
1107	1216	9766
1108	1218	9765
1109	1219	9763
1110	1220	9762
1111	1221	9760
1112	1222	9759
1113	1223	9756
1114	1224	9755
1115	1225	9754
1116	1226	9753
1117	1227	9751
1118	1228	9750
1119	1229	9748
1120	1230	9747
1121	1231	9746
1122	1232	9744
1123	1233	9743
1124	1234	9741
1125	1235	9739
1126	1236	9738
1127	1237	9736
1128	1239	9735
1129	1240	9734
1130	1241	9733
1131	1242	9732
1132	1243	9731
1133	1244	9729
1134	1245	9728
1135	1246	9727
1136	1247	9726
1137	1248	9724
1138	1249	9723
1139	1250	9722
1140	1251	9720
1141	1253	9719
1142	1254	9717
1143	1255	9716
1144	1256	9714
1145	1257	9712
1146	1258	9711
1147	1259	9710
1148	1260	9709
1149	1261	9707
1150	1262	9707
1151	1263	9705
1152	1264	9703
1153	1265	9701
1154	1266	9700
1155	1267	9698
1156	1268	9697
1157	1269	9697
1158	1270	9695
1159	1272	9693
1160	1273	9692
1161	1274	9689
1162	1275	9688
1163	1276	9686
1164	1277	9685
1165	1278	9684
1166	1279	9682
1167	1280	9681
1168	1281	9679
1169	1282	9678
1170	1283	9677
1171	1284	9676
1172	1285	9674
1173	1286	9673
1174	1287	9672
1175	1288	9671
1176	1290	9670
1177	1291	9668
1178	1292	9667
1179	1293	9666
1180	1294	9665
1181	1295	9664
1182	1296	9663
1183	1297	9662
1184	1298	9661
1185	1299	9659
1186	1300	9658
1187	1301	9657
1188	1302	9655
1189	1304	9654
1190	1305	9653
1191	1306	9651
1192	1307	9650
1193	1308	9649
1194	1309	9648
1195	1310	9646
1196	1311	9646
1197	1312	9643
1198	1313	9642
1199	1314	9640
1200	1315	9639
1201	1316	9638
1202	1317	9636
1203	1318	9635
1204	1319	9633
1205	1321	9632
1206	1322	9631
1207	1323	9630
1208	1324	9629
1209	1325	9627
1210	1326	9625
1211	1327	9624
1212	1328	9622
1213	1329	9621
1214	1330	9619
1215	1331	9618
1216	1332	9616
1217	1333	9615
1218	1334	9614
1219	1335	9612
1220	1336	9611
1221	1337	9610
1222	1338	9609
1223	1340	9607
1224	1341	9606
1225	1342	9605
1226	1343	9603
1227	1344	9602
1228	1345	9600
1229	1346	9599
1230	1347	9598
1231	1348	9596
1232	1349	9595
1233	1350	9593
1234	1351	9591
1235	1352	9590
1236	1353	9589
1237	1354	9588
1238	1355	9586
1239	1356	9585
1240	1357	9584
1241	1359	9583
1242	1360	9581
1243	1361	9580
